BayID,DeviceID,Description1,Description2,Description3,Description4,Description5,Description6,DisabilityExt1,DisabilityExt2,DisabilityExt3,DisabilityExt4,DisabilityExt5,DisabilityExt6,Duration1,Duration2,Duration3,Duration4,Duration5,Duration6,EffectiveOnPH1,EffectiveOnPH2,EffectiveOnPH3,EffectiveOnPH4,EffectiveOnPH5,EffectiveOnPH6,EndTime1,EndTime2,EndTime3,EndTime4,EndTime5,EndTime6,Exemption1,Exemption2,Exemption3,Exemption4,Exemption5,Exemption6,FromDay1,FromDay2,FromDay3,FromDay4,FromDay5,FromDay6,StartTime1,StartTime2,StartTime3,StartTime4,StartTime5,StartTime6,ToDay1,ToDay2,ToDay3,ToDay4,ToDay5,ToDay6,TypeDesc1,TypeDesc2,TypeDesc3,TypeDesc4,TypeDesc5,TypeDesc6
4307,24924,2P TKT A M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
6352,26611,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
5638,24057,1P MTR M-F 9:30-18:30,1P MTR SAT 7:30-12:30,,,,,120,120,,,,,60,60,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,09:30:00,07:30:00,,,,,5,6,,,,,1P Meter,1P Meter,,,,
3545,27231,4P DIS ONLY M-SUN,,,,,,0,,,,,,240,,,,,,0,,,,,,23:59:00,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,4P Disabled Only,,,,,
1747,24004,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1088,24116,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1097,24125,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1182,25933,2P MTR M-F 10:00-16:00,2P MTR M-F 19:00-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:00:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,10:00:00,19:00:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
5163,26835,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 6:30PM-8:30PM,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P Meter,1P,,,
3551,25167,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
3721,23931,2P DIS M-F 7:30-18:30,2P DIS SAT 7:30-12:30,,,,,0,0,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Disabled Only,2P Disabled Only,,,,
2019,26672,LZ 15M M-F 7:30-19:30,2P SAT 7:30-19:30,,,,,0,240,,,,,15,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,Loading Zone 15M,2P,,,,
4849,26328,LZ 30M M-F 7:30-18:30,,,,,,0,,,,,,30,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,Loading Zone 30M,,,,,
1728,23916,2P DIS M-SUN 7:30-19:30,,,,,,0,,,,,,120,,,,,,0,,,,,,19:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,2P Disabled Only,,,,,
6175,23889,1P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,1P Meter,2P,,,,
2034,23919,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,2P Meter,,,,,
4366,23923,4P TKT A M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Ticket A,2P,,,,
2028,24951,LZ 15M M-F 7:30-19:30,2P SAT 7:30-19:30,,,,,0,240,,,,,15,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,Loading Zone 15M,2P,,,,
3121,23932,1P M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,1P,2P,,,,
6618,27283,LZ30MINS (722) 7:30-18:30 <>,,,,,,0,,,,,,30,,,,,,1,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,Loading Zone 30M 722,,,,,
927,26524,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
2899,24050,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
3561,26077,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
1807,25716,P DIS AOT,2P DIS ONLY 7.30AM TO 6.30PM,,,,,0,0,,,,,"1,440",120,,,,,1,1,,,,,23:59:59,18:30:00,,,,,,,,,,,1,1,,,,,18:30:00,07:30:00,,,,,0,0,,,,,Disabled Only,2P Disabled Only,,,,
5283,26855,1/2P MTR M-SAT 7.30 TO 18.30,2P MTR M-SAT 18.30 - 20.30,,,,,60,240,,,,,30,120,,,,,0,0,,,,,18:30:00,20:30:00,,,,,,,,,,,1,1,,,,,07:30:00,18:30:00,,,,,6,6,,,,,1/2P Meter,2P,,,,
6603,17719,1/4P M-F 7:30-18:30,,,,,,30,,,,,,15,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,1/4P,,,,,
2409,26899,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
2167,27584,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,2P SUN 7:30-18:30,,,,120,240,240,,,,60,120,120,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,2P,,,
5923,26722,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
1693,26660,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,20:30:00,,,,,,,,,,,1,1,,,,,07:30:00,18:30:00,,,,,6,6,,,,,1P Meter,2P,,,,
8289,26758,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 6:30PM-8:30PM,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P Meter,1P,,,
1358,26841,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,20:30:00,,,,,,,,,,,1,1,,,,,07:30:00,18:30:00,,,,,6,6,,,,,1P Meter,2P,,,,
4006,20268,2P MTR RPA M-F 7:30-18:30,2P MTR RPA SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,Residents Permit Accepted,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5334,21372,3P TKT A M-F 7:30-18:30,,,,,,360,,,,,,180,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,3P Ticket A,,,,,
2196,26905,2P MTR M-SAT 19:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,19:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
1126,26834,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
1471,26656,2P DIS ONLY 7.30 - 20.30,P DIS AOT 20:30 TO 23:59,,,,,0,0,,,,,120,"1,440",,,,,1,1,,,,,20:30:00,23:59:59,,,,,,,,,,,1,1,,,,,07:30:00,20:30:00,,,,,0,0,,,,,2P Disabled Only,Disabled Only,,,,
5368,27336,2P TKT A M-F 7:30-18:30,2P TKT A SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Ticket A,2P Ticket A,,,,
3569,24887,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
1338,23941,1/4P M-F 7:30-19:30,2P SAT 7:30-19:30,,,,,30,240,,,,,15,120,,,,,0,0,,,,,19:30:00,19:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,1/4P,2P,,,,
2035,23918,2P MTR M-SAT 7:30-20:30,,,,,,240,,,,,,120,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,2P Meter,,,,,
8143,25522,1P Mon-Sun 7.30AM-11PM,,,,,,120,,,,,,60,,,,,,1,,,,,,23:00:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1P,,,,,
5999,26901,LZ 30M M-F 7:30-19:30,LZ 30MINS 722 - SAT 7.30 TO 12.30,,,,,0,0,,,,,30,30,,,,,0,0,,,,,19:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,Loading Zone 30M 722,Loading Zone 30M 722,,,,
8141,25520,1P Mon-Sun 7.30AM-11PM,,,,,,120,,,,,,60,,,,,,1,,,,,,23:00:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1P,,,,,
5400,20921,2P MTR M-F 7:30-18:30,2P MTR SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Meter,2P Meter,,,,
5285,23526,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
6084,27321,1P MTR M-SAT 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,1P Meter,,,,,
3821,25860,4P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,4P Meter,2P,,,,
8140,25519,1P Mon-Sun 7.30AM-11PM,,,,,,120,,,,,,60,,,,,,1,,,,,,23:00:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1P,,,,,
2264,26904,2P TKT A M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
3557,24714,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
6283,27374,2P TKT A M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Ticket A,2P,,,,
1140,26833,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
8028,25407,1/4P 07.30 - 23.00,,,,,,30,,,,,,15,,,,,,1,,,,,,23:00:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
8147,25526,2P M-F 7:30AM-11PM,1P SAT-SUN 7:30AM-11PM,,,,,240,120,,,,,120,60,,,,,0,0,,,,,23:00:00,23:00:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,0,,,,,2P,1P,,,,
8142,25521,1P Mon-Sun 7.30AM-11PM,,,,,,120,,,,,,60,,,,,,1,,,,,,23:00:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1P,,,,,
4805,21885,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
8145,25524,2P M-F 7:30AM-11PM,1P SAT-SUN 7:30AM-11PM,,,,,240,120,,,,,120,60,,,,,0,0,,,,,23:00:00,23:00:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,0,,,,,2P,1P,,,,
7917,25295,1P M-SUN 7:30AM-10PM,,,,,,120,,,,,,60,,,,,,1,,,,,,22:00:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1P,,,,,
4032,20293,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
8029,25408,1/4P 07.30 - 23.00,,,,,,30,,,,,,15,,,,,,1,,,,,,23:00:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,0,,,,,,1/4P,,,,,
3571,24884,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
5074,21472,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
2504,25819,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
4038,20299,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3548,25747,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
5447,20960,1P SAT-SUN 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,07:30:00,,,,,,0,,,,,,1P,,,,,
750,25990,2P MTR M-SAT 7:30-20:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,20:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
4801,21881,2P TKT A M-F 7:30-18:30,,,,,,240,,,,,,120,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,5,,,,,,2P Ticket A,,,,,
2491,23596,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
2492,24738,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
2501,18976,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
3806,25851,4P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,4P Meter,2P,,,,
3838,23589,4P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,4P Meter,2P,,,,
3804,24607,4P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,4P Meter,2P,,,,
3552,25748,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
581,23937,2P MTR M-F 7:30-16:00,2P MTR M-F 18:30-20:30,2P MTR SAT 7:30-20:30,2P SUN 7:30-18:30,,,240,240,240,240,,,120,120,120,120,,,0,0,0,0,,,16:00:00,20:30:00,20:30:00,18:30:00,,,,,,,,,1,1,6,0,,,07:30:00,18:30:00,07:30:00,07:30:00,,,5,5,6,0,,,2P Meter,2P Meter,2P Meter,2P,,
8293,27005,1/4P M-F 7:30-19:30,1P SAT 7:30-19:30,1P SUN 7:30-18:30,,,,30,120,120,,,,15,60,60,,,,0,0,0,,,,19:30:00,19:30:00,18:30:00,,,,,,,,,,1,6,0,,,,07:30:00,07:30:00,07:30:00,,,,5,6,0,,,,1/4P,1P,1P,,,
3550,24886,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
2506,25194,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
2495,24740,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
2493,23917,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5448,20961,1P SAT-SUN 7:30-18:30,,,,,,120,,,,,,60,,,,,,0,,,,,,18:30:00,,,,,,,,,,,,6,,,,,,07:30:00,,,,,,0,,,,,,1P,,,,,
2514,18982,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
2496,25193,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
2005,27151,2P DIS M-SUN 0:00-23:59,,,,,,0,,,,,,120,,,,,,0,,,,,,23:59:59,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,2P Disabled Only,,,,,
8294,27006,1/4P M-F 7:30-19:30,1P SAT 7:30-19:30,1P SUN 7:30-18:30,,,,30,120,120,,,,15,60,60,,,,0,0,0,,,,19:30:00,19:30:00,18:30:00,,,,,,,,,,1,6,0,,,,07:30:00,07:30:00,07:30:00,,,,5,6,0,,,,1/4P,1P,1P,,,
3833,25866,4P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,4P Meter,2P,,,,
1771,26878,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,,120,240,120,,,,60,120,60,,,,0,0,0,,,,18:30:00,20:30:00,18:30:00,,,,,,,,,,1,1,0,,,,07:30:00,18:30:00,07:30:00,,,,6,6,0,,,,1P Meter,2P,1P,,,
5378,26696,2P TKT A M-F 7:30-18:30,2P TKT A SAT 7:30-12:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,Residents Permit Accepted,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,2P Ticket A,2P Ticket A,,,,
3563,25169,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
3543,25746,4P DIS ONLY M-SUN,,,,,,0,,,,,,240,,,,,,0,,,,,,23:59:00,,,,,,Disabled Logo,,,,,,1,,,,,,00:00:00,,,,,,0,,,,,,4P Disabled Only,,,,,
958,26822,S/ No Stop M-F 6:00-7:30,1P MTR M-SAT 7:30-18:30,2P MTR M-SAT 18.30 - 20.30,1P SUN 7:30-18:30,,,0,120,240,120,,,1,60,120,60,,,0,0,0,0,,,07:30:00,18:30:00,20:30:00,18:30:00,,,,,,,,,1,1,1,0,,,06:00:00,07:30:00,18:30:00,07:30:00,,,5,6,6,0,,,S/ (No Stopping),1P Meter,2P,1P,,
3549,24055,3P MTR M-SAT 7:30-20:30,,,,,,360,,,,,,180,,,,,,0,,,,,,20:30:00,,,,,,,,,,,,1,,,,,,07:30:00,,,,,,6,,,,,,3P Meter,,,,,
4088,20416,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
4394,24979,4P M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,480,240,,,,,240,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P,2P,,,,
3857,24847,2P MTR M-SAT 7:30-18:30,2P SUN 7:30-18:30,,,,,240,240,,,,,120,120,,,,,0,0,,,,,18:30:00,18:30:00,,,,,,,,,,,1,0,,,,,07:30:00,07:30:00,,,,,6,0,,,,,2P Meter,2P,,,,
4071,24867,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3914,24850,4P MTR M-F 7:30-18:30,4P MTR SAT 7:30-12:30,,,,,480,480,,,,,240,240,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,4P Meter,4P Meter,,,,
3642,24992,1P M-F 7:30-18:30,2P SAT 7:30-12:30,,,,,120,240,,,,,60,120,,,,,0,0,,,,,18:30:00,12:30:00,,,,,,,,,,,1,6,,,,,07:30:00,07:30:00,,,,,5,6,,,,,1P,2P,,,,
